candidate_id,scope,sector,direction,horizon_weeks,train_signal_count,holdout_signal_count,train_hit_rate,holdout_hit_rate,baseline_train_hit_rate,baseline_holdout_hit_rate,train_hit_rate_delta_vs_baseline,holdout_hit_rate_delta_vs_baseline,holdout_positive_hit_rate_delta_vs_baseline,holdout_negative_hit_rate_delta_vs_baseline,holdout_average_forward_return,holdout_average_forward_excess_return,holdout_average_post_entry_drawdown,baseline_holdout_average_post_entry_drawdown,holdout_max_drawdown_delta_vs_baseline,bootstrap_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_sample_count,bootstrap_candidate_sample_count,bootstrap_baseline_sample_count,fold_stability_passed,holdout_evaluated,promotion_label,rejection_reasons,research_only,live_promotion_allowed,sector_weight_multiplier,promotion_requires
us_sectors_positive_score_ge_1_0,US Sectors,US Sectors,positive,26,137,105,0.6277372262773723,0.6,0.39029535864978904,0.36203522504892366,0.23744186762758324,0.23796477495107632,0.23796477495107632,0.0,0.11293707998468765,0.012597801686304266,-0.061988227782811,-0.06586454036109589,0.003876312578284885,0.237965,0.141285,0.335421,616,105,511,True,True,sector_candidate,separate_live_promotion_ticket_required,True,False,1.238,separate_reviewed_live_promotion_ticket
us_sectors_positive_score_ge_1_2,US Sectors,US Sectors,positive,26,74,50,0.7297297297297297,0.64,0.39029535864978904,0.36203522504892366,0.3394343710799407,0.27796477495107635,0.27796477495107635,0.0,0.12043049064540842,0.013612174562351536,-0.05949456907823787,-0.06586454036109589,0.006369971282858017,0.277965,0.132018,0.402906,561,50,511,True,True,sector_candidate,separate_live_promotion_ticket_required,True,False,1.25,separate_reviewed_live_promotion_ticket
us_sectors_positive_score_ge_0_8,US Sectors,US Sectors,positive,52,229,132,0.519650655021834,0.5681818181818182,0.3459715639810427,0.4398034398034398,0.17367909104079138,0.12837837837837845,0.12837837837837845,0.0,0.20317723935122392,0.00048164395003386936,-0.07803643122433564,-0.08238041180357035,0.004343980579234713,0.128378,0.035821,0.217962,539,132,407,True,True,sector_candidate,separate_live_promotion_ticket_required,True,False,1.1284,separate_reviewed_live_promotion_ticket
us_sectors_positive_score_ge_1_0,US Sectors,US Sectors,positive,52,124,87,0.6451612903225806,0.5977011494252874,0.3459715639810427,0.4398034398034398,0.29918972634153795,0.15789770962184763,0.15789770962184763,0.0,0.22442483146583775,0.01065304660505669,-0.06629045427364877,-0.08238041180357035,0.01608995752992158,0.157898,0.04129,0.272376,494,87,407,True,True,sector_candidate,separate_live_promotion_ticket_required,True,False,1.1579,separate_reviewed_live_promotion_ticket
