candidate_id,scope,sector,direction,horizon_weeks,train_signal_count,holdout_signal_count,train_hit_rate,holdout_hit_rate,baseline_train_hit_rate,baseline_holdout_hit_rate,train_hit_rate_delta_vs_baseline,holdout_hit_rate_delta_vs_baseline,holdout_positive_hit_rate_delta_vs_baseline,holdout_negative_hit_rate_delta_vs_baseline,holdout_average_forward_return,holdout_average_forward_excess_return,holdout_average_post_entry_drawdown,baseline_holdout_average_post_entry_drawdown,holdout_max_drawdown_delta_vs_baseline,bootstrap_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_method,bootstrap_sample_count,bootstrap_candidate_sample_count,bootstrap_baseline_sample_count,bootstrap_valid_resample_count,bootstrap_invalid_resample_count,fold_stability_passed,holdout_evaluated,promotion_label,rejection_reasons,research_only,live_promotion_allowed
factors_negative_score_le_0_0,Factors,Factors,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_negative_score_le_minus_0_5,Factors,Factors,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_negative_score_le_minus_1_0,Factors,Factors,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_positive_score_ge_0_8,Factors,Factors,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_positive_score_ge_0_8_rel_strength_ge_0_0,Factors,Factors,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_positive_score_ge_1_0,Factors,Factors,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_positive_score_ge_1_0_rel_strength_ge_0_0,Factors,Factors,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_positive_score_ge_1_2,Factors,Factors,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
factors_positive_score_ge_1_2_rel_strength_ge_0_0,Factors,Factors,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
global_negative_score_le_0_0,global,global,negative,13,1595,905,0.754858934169279,0.7071823204419889,0.7533006412674462,0.719583604424203,0.0015582929018327363,-0.012401283982214073,0.0,-0.012401283982214073,0.034699777637812124,-0.008437289243028086,-0.04731603633597097,-0.044836012336417784,-0.002480023999553188,-0.012401,-0.029771,0.007998,paired_block_by_rebalance_date,1537,905,1537,500,0,False,True,needs more testing,holdout_no_improvement,True,False
global_negative_score_le_minus_0_5,global,global,negative,13,958,562,0.7359081419624217,0.6921708185053381,0.7533006412674462,0.719583604424203,-0.01739249930502451,-0.027412785918864868,0.0,-0.027412785918864868,0.0363746926070262,-0.004928504289347878,-0.04903282891593019,-0.044836012336417784,-0.004196816579512409,-0.027413,-0.056944,0.005572,paired_block_by_rebalance_date,1537,562,1537,500,0,False,True,needs more testing,holdout_no_improvement,True,False
global_negative_score_le_minus_1_0,global,global,negative,13,823,478,0.7314702308626975,0.7154811715481172,0.7533006412674462,0.719583604424203,-0.021830410404748757,-0.004102432876085804,0.0,-0.004102432876085804,0.03538851295463232,-0.008357241390282832,-0.048414645378244206,-0.044836012336417784,-0.003578633041826422,-0.004102,-0.036624,0.029376,paired_block_by_rebalance_date,1537,478,1537,500,0,False,True,needs more testing,holdout_no_improvement,True,False
global_positive_score_ge_0_8,global,global,positive,13,253,175,0.3794466403162055,0.3657142857142857,0.3609172482552343,0.3481349911190053,0.018529392060971206,0.017579294595280404,0.017579294595280404,0.0,0.035148876295492806,-0.006213643865142861,-0.054127784734633116,-0.04901811166517034,-0.005109673069462778,0.017579,-0.046868,0.084237,paired_block_by_rebalance_date,563,175,563,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
global_positive_score_ge_0_8_rel_strength_ge_0_0,global,global,positive,13,0,0,0.0,0.0,0.3609172482552343,0.3481349911190053,-0.3609172482552343,-0.3481349911190053,-0.3481349911190053,0.0,0.0,0.0,0.0,-0.04901811166517034,0.04901811166517034,0.0,0.0,0.0,paired_block_by_rebalance_date,563,0,563,0,0,False,False,do not promote,thin_sample,True,False
global_positive_score_ge_1_0,global,global,positive,13,140,116,0.42857142857142855,0.4051724137931034,0.3609172482552343,0.3481349911190053,0.06765418031619425,0.057037422674098115,0.057037422674098115,0.0,0.048886391753185675,0.001284125594146924,-0.049907703045103266,-0.04901811166517034,-0.0008895913799329275,0.057037,-0.019143,0.140044,paired_block_by_rebalance_date,563,116,563,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
global_positive_score_ge_1_0_rel_strength_ge_0_0,global,global,positive,13,0,0,0.0,0.0,0.3609172482552343,0.3481349911190053,-0.3609172482552343,-0.3481349911190053,-0.3481349911190053,0.0,0.0,0.0,0.0,-0.04901811166517034,0.04901811166517034,0.0,0.0,0.0,paired_block_by_rebalance_date,563,0,563,0,0,False,False,do not promote,thin_sample,True,False
global_positive_score_ge_1_2,global,global,positive,13,74,57,0.47297297297297297,0.3333333333333333,0.3609172482552343,0.3481349911190053,0.11205572471773867,-0.014801657785671996,-0.014801657785671996,0.0,0.044434781711578115,-0.007527841194071151,-0.049571389603273765,-0.04901811166517034,-0.0005532779381034261,-0.014802,-0.126609,0.123401,paired_block_by_rebalance_date,563,57,563,500,0,False,True,needs more testing,holdout_no_improvement,True,False
global_positive_score_ge_1_2_rel_strength_ge_0_0,global,global,positive,13,0,0,0.0,0.0,0.3609172482552343,0.3481349911190053,-0.3609172482552343,-0.3481349911190053,-0.3481349911190053,0.0,0.0,0.0,0.0,-0.04901811166517034,0.04901811166517034,0.0,0.0,0.0,paired_block_by_rebalance_date,563,0,563,0,0,False,False,do not promote,thin_sample,True,False
mega_cap_stocks_negative_score_le_0_0,Mega-Cap Stocks,Mega-Cap Stocks,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_negative_score_le_minus_0_5,Mega-Cap Stocks,Mega-Cap Stocks,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_negative_score_le_minus_1_0,Mega-Cap Stocks,Mega-Cap Stocks,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_positive_score_ge_0_8,Mega-Cap Stocks,Mega-Cap Stocks,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_positive_score_ge_0_8_rel_strength_ge_0_0,Mega-Cap Stocks,Mega-Cap Stocks,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_positive_score_ge_1_0,Mega-Cap Stocks,Mega-Cap Stocks,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_positive_score_ge_1_0_rel_strength_ge_0_0,Mega-Cap Stocks,Mega-Cap Stocks,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_positive_score_ge_1_2,Mega-Cap Stocks,Mega-Cap Stocks,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
mega_cap_stocks_positive_score_ge_1_2_rel_strength_ge_0_0,Mega-Cap Stocks,Mega-Cap Stocks,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_negative_score_le_0_0,US Industries,US Industries,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_negative_score_le_minus_0_5,US Industries,US Industries,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_negative_score_le_minus_1_0,US Industries,US Industries,negative,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_positive_score_ge_0_8,US Industries,US Industries,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_positive_score_ge_0_8_rel_strength_ge_0_0,US Industries,US Industries,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_positive_score_ge_1_0,US Industries,US Industries,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_positive_score_ge_1_0_rel_strength_ge_0_0,US Industries,US Industries,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_positive_score_ge_1_2,US Industries,US Industries,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_industries_positive_score_ge_1_2_rel_strength_ge_0_0,US Industries,US Industries,positive,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_block_by_rebalance_date,0,0,0,0,0,True,False,do not promote,thin_sample,True,False
us_sectors_negative_score_le_0_0,US Sectors,US Sectors,negative,13,1475,864,0.744406779661017,0.7048611111111112,0.7408789386401327,0.7024320457796852,0.003527841020884326,0.0024290653314259503,0.0,0.0024290653314259503,0.03568079887883245,-0.008123076157878993,-0.04864348419081957,-0.04756554380046306,-0.0010779403903565105,0.002429,-0.015994,0.023006,paired_block_by_rebalance_date,1398,864,1398,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
us_sectors_negative_score_le_minus_0_5,US Sectors,US Sectors,negative,13,958,562,0.7359081419624217,0.6921708185053381,0.7408789386401327,0.7024320457796852,-0.0049707966777109425,-0.010261227274347084,0.0,-0.010261227274347084,0.0363746926070262,-0.004928504289347878,-0.04903282891593019,-0.04756554380046306,-0.0014672851154671346,-0.010261,-0.039211,0.022428,paired_block_by_rebalance_date,1398,562,1398,500,0,False,True,needs more testing,holdout_no_improvement,True,False
us_sectors_negative_score_le_minus_1_0,US Sectors,US Sectors,negative,13,823,478,0.7314702308626975,0.7154811715481172,0.7408789386401327,0.7024320457796852,-0.009408707777435188,0.01304912576843198,0.0,0.01304912576843198,0.03538851295463232,-0.008357241390282832,-0.048414645378244206,-0.04756554380046306,-0.0008491015777811473,0.013049,-0.020905,0.047301,paired_block_by_rebalance_date,1398,478,1398,500,0,False,True,needs more testing,fold_unstable,True,False
us_sectors_positive_score_ge_0_8,US Sectors,US Sectors,positive,13,253,175,0.3794466403162055,0.3657142857142857,0.362,0.3481349911190053,0.01744664031620552,0.017579294595280404,0.017579294595280404,0.0,0.035148876295492806,-0.006213643865142861,-0.054127784734633116,-0.04901811166517034,-0.005109673069462778,0.017579,-0.046868,0.084237,paired_block_by_rebalance_date,563,175,563,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
us_sectors_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,US Sectors,positive,13,0,0,0.0,0.0,0.362,0.3481349911190053,-0.362,-0.3481349911190053,-0.3481349911190053,0.0,0.0,0.0,0.0,-0.04901811166517034,0.04901811166517034,0.0,0.0,0.0,paired_block_by_rebalance_date,563,0,563,0,0,False,False,do not promote,thin_sample,True,False
us_sectors_positive_score_ge_1_0,US Sectors,US Sectors,positive,13,140,116,0.42857142857142855,0.4051724137931034,0.362,0.3481349911190053,0.06657142857142856,0.057037422674098115,0.057037422674098115,0.0,0.048886391753185675,0.001284125594146924,-0.049907703045103266,-0.04901811166517034,-0.0008895913799329275,0.057037,-0.019143,0.140044,paired_block_by_rebalance_date,563,116,563,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
us_sectors_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,US Sectors,positive,13,0,0,0.0,0.0,0.362,0.3481349911190053,-0.362,-0.3481349911190053,-0.3481349911190053,0.0,0.0,0.0,0.0,-0.04901811166517034,0.04901811166517034,0.0,0.0,0.0,paired_block_by_rebalance_date,563,0,563,0,0,False,False,do not promote,thin_sample,True,False
us_sectors_positive_score_ge_1_2,US Sectors,US Sectors,positive,13,74,57,0.47297297297297297,0.3333333333333333,0.362,0.3481349911190053,0.11097297297297298,-0.014801657785671996,-0.014801657785671996,0.0,0.044434781711578115,-0.007527841194071151,-0.049571389603273765,-0.04901811166517034,-0.0005532779381034261,-0.014802,-0.126609,0.123401,paired_block_by_rebalance_date,563,57,563,500,0,False,True,needs more testing,holdout_no_improvement,True,False
us_sectors_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,US Sectors,positive,13,0,0,0.0,0.0,0.362,0.3481349911190053,-0.362,-0.3481349911190053,-0.3481349911190053,0.0,0.0,0.0,0.0,-0.04901811166517034,0.04901811166517034,0.0,0.0,0.0,paired_block_by_rebalance_date,563,0,563,0,0,False,False,do not promote,thin_sample,True,False
xlb_negative_score_le_0_0,US Sectors,XLB,negative,13,163,106,0.7607361963190185,0.7641509433962265,0.7586206896551724,0.7794117647058824,0.0021155066638460784,-0.015260821309655892,0.0,-0.015260821309655892,0.03482481322702057,-0.015616190272250688,-0.05270501757707421,-0.0529449538047992,0.00023993622772499473,-0.015261,-0.051326,0.018822,paired_block_by_rebalance_date,136,106,136,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlb_negative_score_le_minus_0_5,US Sectors,XLB,negative,13,104,61,0.6923076923076923,0.7868852459016393,0.7586206896551724,0.7794117647058824,-0.06631299734748008,0.00747348119575697,0.0,0.00747348119575697,0.033162661166821025,-0.013005408001975015,-0.06051589344934045,-0.0529449538047992,-0.0075709396445412455,0.007473,-0.068126,0.071182,paired_block_by_rebalance_date,136,61,136,500,0,False,True,needs more testing,fold_unstable,True,False
xlb_negative_score_le_minus_1_0,US Sectors,XLB,negative,13,91,55,0.6593406593406593,0.7636363636363637,0.7586206896551724,0.7794117647058824,-0.09928003031451305,-0.01577540106951869,0.0,-0.01577540106951869,0.03939623586355612,-0.010057236343722464,-0.05670968541088459,-0.0529449538047992,-0.0037647316060853905,-0.015775,-0.101225,0.054251,paired_block_by_rebalance_date,136,55,136,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlb_positive_score_ge_0_8,US Sectors,XLB,positive,13,7,0,0.0,0.0,0.265625,0.2857142857142857,-0.265625,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.0529770641881048,0.0529770641881048,0.0,0.0,0.0,paired_block_by_rebalance_date,21,0,21,0,0,False,False,do not promote,thin_sample,True,False
xlb_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLB,positive,13,0,0,0.0,0.0,0.265625,0.2857142857142857,-0.265625,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.0529770641881048,0.0529770641881048,0.0,0.0,0.0,paired_block_by_rebalance_date,21,0,21,0,0,False,False,do not promote,thin_sample,True,False
xlb_positive_score_ge_1_0,US Sectors,XLB,positive,13,3,0,0.0,0.0,0.265625,0.2857142857142857,-0.265625,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.0529770641881048,0.0529770641881048,0.0,0.0,0.0,paired_block_by_rebalance_date,21,0,21,0,0,False,False,do not promote,thin_sample,True,False
xlb_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLB,positive,13,0,0,0.0,0.0,0.265625,0.2857142857142857,-0.265625,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.0529770641881048,0.0529770641881048,0.0,0.0,0.0,paired_block_by_rebalance_date,21,0,21,0,0,False,False,do not promote,thin_sample,True,False
xlb_positive_score_ge_1_2,US Sectors,XLB,positive,13,0,0,0.0,0.0,0.265625,0.2857142857142857,-0.265625,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.0529770641881048,0.0529770641881048,0.0,0.0,0.0,paired_block_by_rebalance_date,21,0,21,0,0,False,False,do not promote,thin_sample,True,False
xlb_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLB,positive,13,0,0,0.0,0.0,0.265625,0.2857142857142857,-0.265625,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.0529770641881048,0.0529770641881048,0.0,0.0,0.0,paired_block_by_rebalance_date,21,0,21,0,0,False,False,do not promote,thin_sample,True,False
xlc_negative_score_le_0_0,US Sectors,XLC,negative,13,101,42,0.801980198019802,0.5238095238095238,0.671875,0.5094339622641509,0.13010519801980203,0.014375561545372895,0.0,0.014375561545372895,0.06481897993706853,0.010440350398959455,-0.027894612657758517,-0.03235126987622837,0.004456657218469853,0.014376,-0.110581,0.137973,paired_block_by_rebalance_date,106,42,106,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
xlc_negative_score_le_minus_0_5,US Sectors,XLC,negative,13,89,42,0.8089887640449438,0.5238095238095238,0.671875,0.5094339622641509,0.1371137640449438,0.014375561545372895,0.0,0.014375561545372895,0.06481897993706853,0.010440350398959455,-0.027894612657758517,-0.03235126987622837,0.004456657218469853,0.014376,-0.110581,0.137973,paired_block_by_rebalance_date,106,42,106,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
xlc_negative_score_le_minus_1_0,US Sectors,XLC,negative,13,74,42,0.7837837837837838,0.5238095238095238,0.671875,0.5094339622641509,0.11190878378378377,0.014375561545372895,0.0,0.014375561545372895,0.06481897993706853,0.010440350398959455,-0.027894612657758517,-0.03235126987622837,0.004456657218469853,0.014376,-0.110581,0.137973,paired_block_by_rebalance_date,106,42,106,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
xlc_positive_score_ge_0_8,US Sectors,XLC,positive,13,36,66,0.4722222222222222,0.45454545454545453,0.5733333333333334,0.5,-0.10111111111111115,-0.04545454545454547,-0.04545454545454547,0.0,0.05109725524663922,0.008141224513259371,-0.04190956949455263,-0.0423685633408489,0.00045899384629627393,-0.045455,-0.121241,0.022011,paired_block_by_rebalance_date,96,66,96,500,0,False,True,do not promote,thin_sample,True,False
xlc_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLC,positive,13,0,0,0.0,0.0,0.5733333333333334,0.5,-0.5733333333333334,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.0423685633408489,0.0423685633408489,0.0,0.0,0.0,paired_block_by_rebalance_date,96,0,96,0,0,False,False,do not promote,thin_sample,True,False
xlc_positive_score_ge_1_0,US Sectors,XLC,positive,13,13,46,0.38461538461538464,0.45652173913043476,0.5733333333333334,0.5,-0.18871794871794872,-0.043478260869565244,-0.043478260869565244,0.0,0.05721914555757797,0.008430195777342995,-0.039774204950877017,-0.0423685633408489,0.002594358389971886,-0.043478,-0.155656,0.058428,paired_block_by_rebalance_date,96,46,96,500,0,False,True,do not promote,thin_sample,True,False
xlc_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLC,positive,13,0,0,0.0,0.0,0.5733333333333334,0.5,-0.5733333333333334,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.0423685633408489,0.0423685633408489,0.0,0.0,0.0,paired_block_by_rebalance_date,96,0,96,0,0,False,False,do not promote,thin_sample,True,False
xlc_positive_score_ge_1_2,US Sectors,XLC,positive,13,4,22,0.25,0.3181818181818182,0.5733333333333334,0.5,-0.32333333333333336,-0.18181818181818182,-0.18181818181818182,0.0,0.047860191754069366,-0.004143594436297754,-0.03838000720160264,-0.0423685633408489,0.0039885561392462646,-0.181818,-0.346927,-0.010417,paired_block_by_rebalance_date,96,22,96,500,0,False,True,do not promote,thin_sample,True,False
xlc_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLC,positive,13,0,0,0.0,0.0,0.5733333333333334,0.5,-0.5733333333333334,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.0423685633408489,0.0423685633408489,0.0,0.0,0.0,paired_block_by_rebalance_date,96,0,96,0,0,False,False,do not promote,thin_sample,True,False
xle_negative_score_le_0_0,US Sectors,XLE,negative,13,172,107,0.8255813953488372,0.6915887850467289,0.8416289592760181,0.7111111111111111,-0.016047563927180875,-0.0195223260643822,0.0,-0.0195223260643822,0.04783280199574918,0.0005157989568478193,-0.04987366678128729,-0.054551046402631274,0.0046773796213439855,-0.019522,-0.053334,0.016643,paired_block_by_rebalance_date,135,107,135,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xle_negative_score_le_minus_0_5,US Sectors,XLE,negative,13,156,77,0.8333333333333334,0.7272727272727273,0.8416289592760181,0.7111111111111111,-0.008295625942684737,0.016161616161616155,0.0,0.016161616161616155,0.040487907897088955,-0.01046999098668686,-0.046524195375030206,-0.054551046402631274,0.008026851027601069,0.016162,-0.055283,0.082254,paired_block_by_rebalance_date,135,77,135,500,0,False,True,needs more testing,fold_unstable,True,False
xle_negative_score_le_minus_1_0,US Sectors,XLE,negative,13,128,65,0.84375,0.7230769230769231,0.8416289592760181,0.7111111111111111,0.002121040723981893,0.011965811965811923,0.0,0.011965811965811923,0.04522120964107483,-0.01044738527223784,-0.04185016942937155,-0.054551046402631274,0.012700876973259723,0.011966,-0.073908,0.086928,paired_block_by_rebalance_date,135,65,135,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
xle_positive_score_ge_0_8,US Sectors,XLE,positive,13,51,3,0.5686274509803921,0.0,0.4225352112676056,0.22580645161290322,0.1460922397127865,-0.22580645161290322,-0.22580645161290322,0.0,-0.040447885181785846,-0.03854879811934109,-0.059903434861951564,-0.06647024951687487,0.006566814654923307,-0.225806,-0.357258,-0.096774,paired_block_by_rebalance_date,31,3,31,478,22,False,True,do not promote,thin_sample,True,False
xle_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLE,positive,13,0,0,0.0,0.0,0.4225352112676056,0.22580645161290322,-0.4225352112676056,-0.22580645161290322,-0.22580645161290322,0.0,0.0,0.0,0.0,-0.06647024951687487,0.06647024951687487,0.0,0.0,0.0,paired_block_by_rebalance_date,31,0,31,0,0,False,False,do not promote,thin_sample,True,False
xle_positive_score_ge_1_0,US Sectors,XLE,positive,13,44,0,0.5681818181818182,0.0,0.4225352112676056,0.22580645161290322,0.1456466069142126,-0.22580645161290322,-0.22580645161290322,0.0,0.0,0.0,0.0,-0.06647024951687487,0.06647024951687487,0.0,0.0,0.0,paired_block_by_rebalance_date,31,0,31,0,0,False,False,do not promote,thin_sample,True,False
xle_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLE,positive,13,0,0,0.0,0.0,0.4225352112676056,0.22580645161290322,-0.4225352112676056,-0.22580645161290322,-0.22580645161290322,0.0,0.0,0.0,0.0,-0.06647024951687487,0.06647024951687487,0.0,0.0,0.0,paired_block_by_rebalance_date,31,0,31,0,0,False,False,do not promote,thin_sample,True,False
xle_positive_score_ge_1_2,US Sectors,XLE,positive,13,35,0,0.5714285714285714,0.0,0.4225352112676056,0.22580645161290322,0.14889336016096577,-0.22580645161290322,-0.22580645161290322,0.0,0.0,0.0,0.0,-0.06647024951687487,0.06647024951687487,0.0,0.0,0.0,paired_block_by_rebalance_date,31,0,31,0,0,False,False,do not promote,thin_sample,True,False
xle_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLE,positive,13,0,0,0.0,0.0,0.4225352112676056,0.22580645161290322,-0.4225352112676056,-0.22580645161290322,-0.22580645161290322,0.0,0.0,0.0,0.0,-0.06647024951687487,0.06647024951687487,0.0,0.0,0.0,paired_block_by_rebalance_date,31,0,31,0,0,False,False,do not promote,thin_sample,True,False
xlf_negative_score_le_0_0,US Sectors,XLF,negative,13,175,44,0.7771428571428571,0.6818181818181818,0.7763713080168776,0.6581196581196581,0.0007715491259795426,0.023698523698523655,0.0,0.023698523698523655,0.04030559115724413,-0.009288151996073147,-0.04081884554854956,-0.038834747906436665,-0.0019840976421128947,0.023699,-0.096197,0.134838,paired_block_by_rebalance_date,117,44,117,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
