candidate_id,scope,sector,direction,horizon_weeks,train_signal_count,holdout_signal_count,train_hit_rate,holdout_hit_rate,baseline_train_hit_rate,baseline_holdout_hit_rate,train_hit_rate_delta_vs_baseline,holdout_hit_rate_delta_vs_baseline,holdout_positive_hit_rate_delta_vs_baseline,holdout_negative_hit_rate_delta_vs_baseline,holdout_average_forward_return,holdout_average_forward_excess_return,holdout_average_post_entry_drawdown,baseline_holdout_average_post_entry_drawdown,holdout_max_drawdown_delta_vs_baseline,bootstrap_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_method,bootstrap_sample_count,bootstrap_candidate_sample_count,bootstrap_baseline_sample_count,bootstrap_valid_resample_count,bootstrap_invalid_resample_count,fold_stability_passed,holdout_evaluated,promotion_label,rejection_reasons,research_only,live_promotion_allowed
xle_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLE,positive,52,0,0,0.0,0.0,0.7142857142857143,0.0,-0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,-0.12546780503613644,0.12546780503613644,0.0,0.0,0.0,paired_block_by_rebalance_date,25,0,25,0,0,False,False,do not promote,thin_sample,True,False
xlf_negative_score_le_0_0,US Sectors,XLF,negative,52,148,27,0.8040540540540541,0.4444444444444444,0.8282828282828283,0.4430379746835443,-0.02422877422877423,0.001406469760900142,0.0,0.001406469760900142,0.272240448361504,0.029686305043910826,-0.03854993996837473,-0.043213743561236743,0.004663803592862011,0.001406,-0.137549,0.169534,paired_block_by_rebalance_date,79,27,79,500,0,False,True,needs more testing,fold_unstable,True,False
xlf_negative_score_le_minus_0_5,US Sectors,XLF,negative,52,93,13,0.8279569892473119,0.38461538461538464,0.8282828282828283,0.4430379746835443,-0.0003258390355164176,-0.05842259006815964,0.0,-0.05842259006815964,0.1896609490154007,0.0016251856360709471,-0.0280916128354588,-0.043213743561236743,0.015122130725777942,-0.058423,-0.306477,0.198312,paired_block_by_rebalance_date,79,13,79,500,0,False,True,do not promote,thin_sample,True,False
xlf_negative_score_le_minus_1_0,US Sectors,XLF,negative,52,83,13,0.8192771084337349,0.38461538461538464,0.8282828282828283,0.4430379746835443,-0.009005719849093374,-0.05842259006815964,0.0,-0.05842259006815964,0.1896609490154007,0.0016251856360709471,-0.0280916128354588,-0.043213743561236743,0.015122130725777942,-0.058423,-0.306477,0.198312,paired_block_by_rebalance_date,79,13,79,500,0,False,True,do not promote,thin_sample,True,False
xlf_positive_score_ge_0_8,US Sectors,XLF,positive,52,14,21,0.0,0.19047619047619047,0.058823529411764705,0.5606060606060606,-0.058823529411764705,-0.3701298701298701,-0.3701298701298701,0.0,0.08868422492810583,-0.07483554108553152,-0.09006812944135009,-0.06049241929373365,-0.029575710147616445,-0.37013,-0.526282,-0.19697,paired_block_by_rebalance_date,66,21,66,500,0,False,True,do not promote,thin_sample,True,False
xlf_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLF,positive,52,0,0,0.0,0.0,0.058823529411764705,0.5606060606060606,-0.058823529411764705,-0.5606060606060606,-0.5606060606060606,0.0,0.0,0.0,0.0,-0.06049241929373365,0.06049241929373365,0.0,0.0,0.0,paired_block_by_rebalance_date,66,0,66,0,0,False,False,do not promote,thin_sample,True,False
xlf_positive_score_ge_1_0,US Sectors,XLF,positive,52,4,13,0.0,0.15384615384615385,0.058823529411764705,0.5606060606060606,-0.058823529411764705,-0.4067599067599067,-0.4067599067599067,0.0,0.08183202757151424,-0.06814751342574675,-0.09780820041971999,-0.06049241929373365,-0.037315781125986346,-0.40676,-0.606061,-0.177314,paired_block_by_rebalance_date,66,13,66,500,0,False,True,do not promote,thin_sample,True,False
xlf_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLF,positive,52,0,0,0.0,0.0,0.058823529411764705,0.5606060606060606,-0.058823529411764705,-0.5606060606060606,-0.5606060606060606,0.0,0.0,0.0,0.0,-0.06049241929373365,0.06049241929373365,0.0,0.0,0.0,paired_block_by_rebalance_date,66,0,66,0,0,False,False,do not promote,thin_sample,True,False
xlf_positive_score_ge_1_2,US Sectors,XLF,positive,52,1,1,0.0,0.0,0.058823529411764705,0.5606060606060606,-0.058823529411764705,-0.5606060606060606,-0.5606060606060606,0.0,0.07298231347834938,-0.048684715392076416,-0.10713559666598893,-0.06049241929373365,-0.04664317737225528,-0.560606,-0.651515,-0.439394,paired_block_by_rebalance_date,66,1,66,334,166,False,True,do not promote,thin_sample,True,False
xlf_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLF,positive,52,0,0,0.0,0.0,0.058823529411764705,0.5606060606060606,-0.058823529411764705,-0.5606060606060606,-0.5606060606060606,0.0,0.0,0.0,0.0,-0.06049241929373365,0.06049241929373365,0.0,0.0,0.0,paired_block_by_rebalance_date,66,0,66,0,0,False,False,do not promote,thin_sample,True,False
xli_negative_score_le_0_0,US Sectors,XLI,negative,52,120,23,0.8916666666666667,0.782608695652174,0.905,0.8241758241758241,-0.013333333333333308,-0.04156712852365019,0.0,-0.04156712852365019,0.22328783643886685,0.030895968789997327,-0.08221035215250548,-0.07232897162884509,-0.009881380523660388,-0.041567,-0.17826,0.082734,paired_block_by_rebalance_date,91,23,91,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xli_negative_score_le_minus_0_5,US Sectors,XLI,negative,52,56,21,0.8928571428571429,0.7619047619047619,0.905,0.8241758241758241,-0.012142857142857122,-0.06227106227106227,0.0,-0.06227106227106227,0.22585499670761866,0.029583863895994118,-0.08079991519469384,-0.07232897162884509,-0.008470943565848751,-0.062271,-0.210893,0.075586,paired_block_by_rebalance_date,91,21,91,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xli_negative_score_le_minus_1_0,US Sectors,XLI,negative,52,54,21,0.8888888888888888,0.7619047619047619,0.905,0.8241758241758241,-0.016111111111111187,-0.06227106227106227,0.0,-0.06227106227106227,0.22585499670761866,0.029583863895994118,-0.08079991519469384,-0.07232897162884509,-0.008470943565848751,-0.062271,-0.210893,0.075586,paired_block_by_rebalance_date,91,21,91,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xli_positive_score_ge_0_8,US Sectors,XLI,positive,52,4,3,0.0,0.0,0.08196721311475409,0.3508771929824561,-0.08196721311475409,-0.3508771929824561,-0.3508771929824561,0.0,0.10265944791778862,-0.06098387827518703,-0.14146180521593407,-0.07314299037088133,-0.06831881484505274,-0.350877,-0.473684,-0.22807,paired_block_by_rebalance_date,57,3,57,477,23,False,True,do not promote,thin_sample,True,False
xli_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLI,positive,52,0,0,0.0,0.0,0.08196721311475409,0.3508771929824561,-0.08196721311475409,-0.3508771929824561,-0.3508771929824561,0.0,0.0,0.0,0.0,-0.07314299037088133,0.07314299037088133,0.0,0.0,0.0,paired_block_by_rebalance_date,57,0,57,0,0,False,False,do not promote,thin_sample,True,False
xli_positive_score_ge_1_0,US Sectors,XLI,positive,52,4,0,0.0,0.0,0.08196721311475409,0.3508771929824561,-0.08196721311475409,-0.3508771929824561,-0.3508771929824561,0.0,0.0,0.0,0.0,-0.07314299037088133,0.07314299037088133,0.0,0.0,0.0,paired_block_by_rebalance_date,57,0,57,0,0,False,False,do not promote,thin_sample,True,False
xli_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLI,positive,52,0,0,0.0,0.0,0.08196721311475409,0.3508771929824561,-0.08196721311475409,-0.3508771929824561,-0.3508771929824561,0.0,0.0,0.0,0.0,-0.07314299037088133,0.07314299037088133,0.0,0.0,0.0,paired_block_by_rebalance_date,57,0,57,0,0,False,False,do not promote,thin_sample,True,False
xli_positive_score_ge_1_2,US Sectors,XLI,positive,52,0,0,0.0,0.0,0.08196721311475409,0.3508771929824561,-0.08196721311475409,-0.3508771929824561,-0.3508771929824561,0.0,0.0,0.0,0.0,-0.07314299037088133,0.07314299037088133,0.0,0.0,0.0,paired_block_by_rebalance_date,57,0,57,0,0,False,False,do not promote,thin_sample,True,False
xli_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLI,positive,52,0,0,0.0,0.0,0.08196721311475409,0.3508771929824561,-0.08196721311475409,-0.3508771929824561,-0.3508771929824561,0.0,0.0,0.0,0.0,-0.07314299037088133,0.07314299037088133,0.0,0.0,0.0,paired_block_by_rebalance_date,57,0,57,0,0,False,False,do not promote,thin_sample,True,False
xlk_negative_score_le_0_0,US Sectors,XLK,negative,52,44,29,0.7045454545454546,0.8620689655172413,0.6774193548387096,0.8292682926829268,0.027126099706744955,0.03280067283431454,0.0,0.03280067283431454,0.2410134669193772,0.060625013346738074,-0.11547812355262052,-0.1130888963836822,-0.0023892271689383154,0.032801,-0.075105,0.136517,paired_block_by_rebalance_date,82,29,82,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
xlk_negative_score_le_minus_0_5,US Sectors,XLK,negative,52,38,21,0.6842105263157895,0.9047619047619048,0.6774193548387096,0.8292682926829268,0.00679117147707986,0.07549361207897798,0.0,0.07549361207897798,0.2004132510254355,0.03067130430204702,-0.11265131975078224,-0.1130888963836822,0.0004375766328999636,0.075494,-0.05941,0.194543,paired_block_by_rebalance_date,82,21,82,500,0,True,True,do not promote,thin_sample,True,False
xlk_negative_score_le_minus_1_0,US Sectors,XLK,negative,52,38,20,0.6842105263157895,0.95,0.6774193548387096,0.8292682926829268,0.00679117147707986,0.12073170731707317,0.0,0.12073170731707317,0.18543254273720514,0.02240793977961052,-0.11756008248120668,-0.1130888963836822,-0.004471186097524477,0.120732,-0.003708,0.219512,paired_block_by_rebalance_date,82,20,82,500,0,True,True,do not promote,thin_sample,True,False
xlk_positive_score_ge_0_8,US Sectors,XLK,positive,52,76,39,0.868421052631579,0.46153846153846156,0.7232704402515723,0.5625,0.1451506123800067,-0.10096153846153844,-0.10096153846153844,0.0,0.23705633807642187,-0.004156012314715592,-0.07982861886763441,-0.11717978101270901,0.0373511621450746,-0.100962,-0.21119,-0.012357,paired_block_by_rebalance_date,64,39,64,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlk_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLK,positive,52,0,0,0.0,0.0,0.7232704402515723,0.5625,-0.7232704402515723,-0.5625,-0.5625,0.0,0.0,0.0,0.0,-0.11717978101270901,0.11717978101270901,0.0,0.0,0.0,paired_block_by_rebalance_date,64,0,64,0,0,False,False,do not promote,thin_sample,True,False
xlk_positive_score_ge_1_0,US Sectors,XLK,positive,52,49,32,0.9387755102040817,0.375,0.7232704402515723,0.5625,0.2155050699525094,-0.1875,-0.1875,0.0,0.23658889442421266,-0.01726377023964777,-0.06563313597386955,-0.11717978101270901,0.05154664503883946,-0.1875,-0.32182,-0.069207,paired_block_by_rebalance_date,64,32,64,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlk_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLK,positive,52,0,0,0.0,0.0,0.7232704402515723,0.5625,-0.7232704402515723,-0.5625,-0.5625,0.0,0.0,0.0,0.0,-0.11717978101270901,0.11717978101270901,0.0,0.0,0.0,paired_block_by_rebalance_date,64,0,64,0,0,False,False,do not promote,thin_sample,True,False
xlk_positive_score_ge_1_2,US Sectors,XLK,positive,52,28,21,0.9642857142857143,0.3333333333333333,0.7232704402515723,0.5625,0.24101527403414202,-0.22916666666666669,-0.22916666666666669,0.0,0.249071100399064,-0.02189183031787784,-0.05339791147926709,-0.11717978101270901,0.06378186953344192,-0.229167,-0.395313,-0.069717,paired_block_by_rebalance_date,64,21,64,500,0,False,True,do not promote,thin_sample,True,False
xlk_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLK,positive,52,0,0,0.0,0.0,0.7232704402515723,0.5625,-0.7232704402515723,-0.5625,-0.5625,0.0,0.0,0.0,0.0,-0.11717978101270901,0.11717978101270901,0.0,0.0,0.0,paired_block_by_rebalance_date,64,0,64,0,0,False,False,do not promote,thin_sample,True,False
xlp_negative_score_le_0_0,US Sectors,XLP,negative,52,126,90,0.7857142857142857,0.9666666666666667,0.8571428571428571,0.9696969696969697,-0.0714285714285714,-0.00303030303030305,0.0,-0.00303030303030305,0.0637516794737647,-0.12705846875404064,-0.042044130547448884,-0.04519244319603667,0.003148312648587788,-0.00303,-0.007634,0.0,paired_block_by_rebalance_date,99,90,99,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlp_negative_score_le_minus_0_5,US Sectors,XLP,negative,52,74,45,0.6486486486486487,0.9333333333333333,0.8571428571428571,0.9696969696969697,-0.2084942084942084,-0.036363636363636376,0.0,-0.036363636363636376,0.07016469529335588,-0.11465829667140473,-0.036615437355807134,-0.04519244319603667,0.008577005840229537,-0.036364,-0.08128,0.0,paired_block_by_rebalance_date,99,45,99,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlp_negative_score_le_minus_1_0,US Sectors,XLP,negative,52,58,38,0.7068965517241379,0.9210526315789473,0.8571428571428571,0.9696969696969697,-0.1502463054187192,-0.04864433811802238,0.0,-0.04864433811802238,0.05822925071663915,-0.11468563494603026,-0.042239012733533136,-0.04519244319603667,0.0029534304625035354,-0.048644,-0.106061,0.0,paired_block_by_rebalance_date,99,38,99,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlp_positive_score_ge_0_8,US Sectors,XLP,positive,52,0,0,0.0,0.0,0.09836065573770492,0.0,-0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519424264989168,0.06519424264989168,0.0,0.0,0.0,paired_block_by_rebalance_date,12,0,12,0,0,False,False,do not promote,thin_sample,True,False
xlp_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLP,positive,52,0,0,0.0,0.0,0.09836065573770492,0.0,-0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519424264989168,0.06519424264989168,0.0,0.0,0.0,paired_block_by_rebalance_date,12,0,12,0,0,False,False,do not promote,thin_sample,True,False
xlp_positive_score_ge_1_0,US Sectors,XLP,positive,52,0,0,0.0,0.0,0.09836065573770492,0.0,-0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519424264989168,0.06519424264989168,0.0,0.0,0.0,paired_block_by_rebalance_date,12,0,12,0,0,False,False,do not promote,thin_sample,True,False
xlp_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLP,positive,52,0,0,0.0,0.0,0.09836065573770492,0.0,-0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519424264989168,0.06519424264989168,0.0,0.0,0.0,paired_block_by_rebalance_date,12,0,12,0,0,False,False,do not promote,thin_sample,True,False
xlp_positive_score_ge_1_2,US Sectors,XLP,positive,52,0,0,0.0,0.0,0.09836065573770492,0.0,-0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519424264989168,0.06519424264989168,0.0,0.0,0.0,paired_block_by_rebalance_date,12,0,12,0,0,False,False,do not promote,thin_sample,True,False
xlp_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLP,positive,52,0,0,0.0,0.0,0.09836065573770492,0.0,-0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-0.06519424264989168,0.06519424264989168,0.0,0.0,0.0,paired_block_by_rebalance_date,12,0,12,0,0,False,False,do not promote,thin_sample,True,False
xlre_negative_score_le_0_0,US Sectors,XLRE,negative,52,119,74,0.7899159663865546,0.9459459459459459,0.8342541436464088,0.96,-0.04433817725985423,-0.014054054054054022,0.0,-0.014054054054054022,0.08700086482789948,-0.10535643589983952,-0.07998727597887725,-0.08987343826601515,0.0098861622871379,-0.014054,-0.029589,-0.002267,paired_block_by_rebalance_date,100,74,100,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlre_negative_score_le_minus_0_5,US Sectors,XLRE,negative,52,57,40,0.7894736842105263,0.95,0.8342541436464088,0.96,-0.04478045943588249,-0.010000000000000009,0.0,-0.010000000000000009,0.08840601497078579,-0.09647400631879785,-0.08269811811742397,-0.08987343826601515,0.00717532014859118,-0.01,-0.065135,0.035915,paired_block_by_rebalance_date,100,40,100,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlre_negative_score_le_minus_1_0,US Sectors,XLRE,negative,52,51,26,0.8627450980392157,0.9615384615384616,0.8342541436464088,0.96,0.02849095439280691,0.0015384615384615996,0.0,0.0015384615384615996,0.06768400776891113,-0.10298318224493294,-0.07815879437088416,-0.08987343826601515,0.011714643895130994,0.001538,-0.071707,0.06,paired_block_by_rebalance_date,100,26,100,500,0,True,True,needs more testing,bootstrap_interval_crosses_zero,True,False
xlre_positive_score_ge_0_8,US Sectors,XLRE,positive,52,14,0,0.07142857142857142,0.0,0.10666666666666667,0.0,-0.03523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492127116757555,0.13492127116757555,0.0,0.0,0.0,paired_block_by_rebalance_date,13,0,13,0,0,False,False,do not promote,thin_sample,True,False
xlre_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLRE,positive,52,0,0,0.0,0.0,0.10666666666666667,0.0,-0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492127116757555,0.13492127116757555,0.0,0.0,0.0,paired_block_by_rebalance_date,13,0,13,0,0,False,False,do not promote,thin_sample,True,False
xlre_positive_score_ge_1_0,US Sectors,XLRE,positive,52,6,0,0.0,0.0,0.10666666666666667,0.0,-0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492127116757555,0.13492127116757555,0.0,0.0,0.0,paired_block_by_rebalance_date,13,0,13,0,0,False,False,do not promote,thin_sample,True,False
xlre_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLRE,positive,52,0,0,0.0,0.0,0.10666666666666667,0.0,-0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492127116757555,0.13492127116757555,0.0,0.0,0.0,paired_block_by_rebalance_date,13,0,13,0,0,False,False,do not promote,thin_sample,True,False
xlre_positive_score_ge_1_2,US Sectors,XLRE,positive,52,0,0,0.0,0.0,0.10666666666666667,0.0,-0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492127116757555,0.13492127116757555,0.0,0.0,0.0,paired_block_by_rebalance_date,13,0,13,0,0,False,False,do not promote,thin_sample,True,False
xlre_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLRE,positive,52,0,0,0.0,0.0,0.10666666666666667,0.0,-0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492127116757555,0.13492127116757555,0.0,0.0,0.0,paired_block_by_rebalance_date,13,0,13,0,0,False,False,do not promote,thin_sample,True,False
xlu_negative_score_le_0_0,US Sectors,XLU,negative,52,127,63,0.7401574803149606,0.5873015873015873,0.7540983606557377,0.71875,-0.013940880340777007,-0.13144841269841268,0.0,-0.13144841269841268,0.1926506591958431,-0.004452103021022029,-0.057057316988077825,-0.05347917080132029,-0.0035781461867575373,-0.131448,-0.201556,-0.079532,paired_block_by_rebalance_date,96,63,96,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlu_negative_score_le_minus_0_5,US Sectors,XLU,negative,52,85,51,0.7176470588235294,0.6274509803921569,0.7540983606557377,0.71875,-0.03645130183220824,-0.09129901960784315,0.0,-0.09129901960784315,0.18870024833119212,-0.012245924697409677,-0.06226294730464988,-0.05347917080132029,-0.008783776503329593,-0.091299,-0.171714,-0.015227,paired_block_by_rebalance_date,96,51,96,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlu_negative_score_le_minus_1_0,US Sectors,XLU,negative,52,67,40,0.7910447761194029,0.7,0.7540983606557377,0.71875,0.03694641546366528,-0.018750000000000044,0.0,-0.018750000000000044,0.17508512364569045,-0.02724381113845687,-0.062015042841599845,-0.05347917080132029,-0.008535872040279557,-0.01875,-0.134003,0.095414,paired_block_by_rebalance_date,96,40,96,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlu_positive_score_ge_0_8,US Sectors,XLU,positive,52,25,5,0.2,0.4,0.20833333333333334,0.3333333333333333,-0.008333333333333331,0.06666666666666671,0.06666666666666671,0.0,0.16529927551005064,-0.022685988668683432,-0.06565644209900426,-0.052594548738994586,-0.013061893360009673,0.066667,-0.333333,0.6,paired_block_by_rebalance_date,30,5,30,499,1,False,True,do not promote,thin_sample,True,False
xlu_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLU,positive,52,0,0,0.0,0.0,0.20833333333333334,0.3333333333333333,-0.20833333333333334,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.052594548738994586,0.052594548738994586,0.0,0.0,0.0,paired_block_by_rebalance_date,30,0,30,0,0,False,False,do not promote,thin_sample,True,False
xlu_positive_score_ge_1_0,US Sectors,XLU,positive,52,11,2,0.2727272727272727,0.5,0.20833333333333334,0.3333333333333333,0.06439393939393936,0.16666666666666669,0.16666666666666669,0.0,0.1623942956160529,-0.000977459080728993,-0.07257908432803828,-0.052594548738994586,-0.019984535589043693,0.166667,-0.4,0.733333,paired_block_by_rebalance_date,30,2,30,443,57,True,True,do not promote,thin_sample,True,False
xlu_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLU,positive,52,0,0,0.0,0.0,0.20833333333333334,0.3333333333333333,-0.20833333333333334,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.052594548738994586,0.052594548738994586,0.0,0.0,0.0,paired_block_by_rebalance_date,30,0,30,0,0,False,False,do not promote,thin_sample,True,False
xlu_positive_score_ge_1_2,US Sectors,XLU,positive,52,5,0,0.2,0.0,0.20833333333333334,0.3333333333333333,-0.008333333333333331,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.052594548738994586,0.052594548738994586,0.0,0.0,0.0,paired_block_by_rebalance_date,30,0,30,0,0,False,False,do not promote,thin_sample,True,False
xlu_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLU,positive,52,0,0,0.0,0.0,0.20833333333333334,0.3333333333333333,-0.20833333333333334,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.052594548738994586,0.052594548738994586,0.0,0.0,0.0,paired_block_by_rebalance_date,30,0,30,0,0,False,False,do not promote,thin_sample,True,False
xlv_negative_score_le_0_0,US Sectors,XLV,negative,52,110,90,0.8181818181818182,1.0,0.8923076923076924,1.0,-0.07412587412587412,0.0,0.0,0.0,0.04429745225424729,-0.1492815255729,-0.08079832165160185,-0.08359059559608989,0.0027922739444880412,0.0,0.0,0.0,paired_block_by_rebalance_date,100,90,100,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlv_negative_score_le_minus_0_5,US Sectors,XLV,negative,52,65,55,0.7692307692307693,1.0,0.8923076923076924,1.0,-0.12307692307692308,0.0,0.0,0.0,0.05780868346759716,-0.12467362614375704,-0.07779313645518766,-0.08359059559608989,0.005797459140902225,0.0,0.0,0.0,paired_block_by_rebalance_date,100,55,100,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlv_negative_score_le_minus_1_0,US Sectors,XLV,negative,52,57,40,0.8070175438596491,1.0,0.8923076923076924,1.0,-0.08529014844804328,0.0,0.0,0.0,0.044856335336736594,-0.13484338850321842,-0.07916889011087266,-0.08359059559608989,0.0044217054852172255,0.0,0.0,0.0,paired_block_by_rebalance_date,100,40,100,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xlv_positive_score_ge_0_8,US Sectors,XLV,positive,52,9,0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.09916036058670925,0.09916036058670925,0.0,0.0,0.0,paired_block_by_rebalance_date,10,0,10,0,0,False,False,do not promote,thin_sample,True,False
xlv_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLV,positive,52,0,0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.09916036058670925,0.09916036058670925,0.0,0.0,0.0,paired_block_by_rebalance_date,10,0,10,0,0,False,False,do not promote,thin_sample,True,False
xlv_positive_score_ge_1_0,US Sectors,XLV,positive,52,1,0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.09916036058670925,0.09916036058670925,0.0,0.0,0.0,paired_block_by_rebalance_date,10,0,10,0,0,False,False,do not promote,thin_sample,True,False
xlv_positive_score_ge_1_0_rel_strength_ge_0_0,US Sectors,XLV,positive,52,0,0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.09916036058670925,0.09916036058670925,0.0,0.0,0.0,paired_block_by_rebalance_date,10,0,10,0,0,False,False,do not promote,thin_sample,True,False
xlv_positive_score_ge_1_2,US Sectors,XLV,positive,52,0,0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.09916036058670925,0.09916036058670925,0.0,0.0,0.0,paired_block_by_rebalance_date,10,0,10,0,0,False,False,do not promote,thin_sample,True,False
xlv_positive_score_ge_1_2_rel_strength_ge_0_0,US Sectors,XLV,positive,52,0,0,0.0,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.09916036058670925,0.09916036058670925,0.0,0.0,0.0,paired_block_by_rebalance_date,10,0,10,0,0,False,False,do not promote,thin_sample,True,False
xly_negative_score_le_0_0,US Sectors,XLY,negative,52,73,45,0.9452054794520548,0.6,0.8895705521472392,0.7640449438202247,0.05563492730481556,-0.16404494382022472,0.0,-0.16404494382022472,0.16980735048635245,0.01522572976088649,-0.08143433606265658,-0.08192528997363341,0.0004909539109768241,-0.164045,-0.254653,-0.082911,paired_block_by_rebalance_date,89,45,89,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xly_negative_score_le_minus_0_5,US Sectors,XLY,negative,52,43,28,0.9534883720930233,0.5357142857142857,0.8895705521472392,0.7640449438202247,0.06391781994578405,-0.228330658105939,0.0,-0.228330658105939,0.16429652390726415,0.007965721133890864,-0.08878075771726812,-0.08192528997363341,-0.006855467743634713,-0.228331,-0.37295,-0.100687,paired_block_by_rebalance_date,89,28,89,500,0,False,True,needs more testing,holdout_no_improvement,True,False
xly_negative_score_le_minus_1_0,US Sectors,XLY,negative,52,36,26,0.9444444444444444,0.5384615384615384,0.8895705521472392,0.7640449438202247,0.054873892297205185,-0.22558340535868626,0.0,-0.22558340535868626,0.15685624085576214,0.0015706472829517366,-0.09324205164078417,-0.08192528997363341,-0.01131676166715076,-0.225583,-0.373681,-0.082822,paired_block_by_rebalance_date,89,26,89,500,0,False,True,do not promote,thin_sample,True,False
xly_positive_score_ge_0_8,US Sectors,XLY,positive,52,14,6,0.5,0.16666666666666666,0.4339622641509434,0.2608695652173913,0.06603773584905659,-0.09420289855072464,-0.09420289855072464,0.0,0.10038682891981969,-0.07255479067129204,-0.19802935197538107,-0.09428587669925041,-0.10374347527613066,-0.094203,-0.347826,0.23913,paired_block_by_rebalance_date,46,6,46,500,0,False,True,do not promote,thin_sample,True,False
xly_positive_score_ge_0_8_rel_strength_ge_0_0,US Sectors,XLY,positive,52,0,0,0.0,0.0,0.4339622641509434,0.2608695652173913,-0.4339622641509434,-0.2608695652173913,-0.2608695652173913,0.0,0.0,0.0,0.0,-0.09428587669925041,0.09428587669925041,0.0,0.0,0.0,paired_block_by_rebalance_date,46,0,46,0,0,False,False,do not promote,thin_sample,True,False
